المجموعة الرئيسية ,Main Category ,مجموعة الذكر Sub Category,مجموعة الذكر EN,الذكر بالعربي,EN,EN-letters,Count ,فضل الذكر AR,فضل الذكر EN,تخريج الحديث,تخريج الحديث EN
أدعية من القرآن,Duaa From Quran,أدعية من القرآن,Duaa From Quran,رَبَّنَا لَا تُزِغْ قُلُوْبَنَا بَعْدَ اِذْ ھَدَيْتَنَا وَھَبْ لَنَا مِنْ لَّدُنْكَ رَحْمَةً ۚ اِنَّكَ اَنْتَ الْوَھَّابُ,"Our Lord! Let not our hearts deviate (from the truth) after You have guided us, and grant us mercy from You. Truly, You are the Bestower.
Surah Al-Imran - 3:8","
Rabbanaa Laa Tuzigh Quloobanaa Ba’-Da Id’hadaytanaa Wa Hab Lanaa Mil Ladunka Rah’mah Innaka Antal Wahaab",1,,,,
أدعية من القرآن,Duaa From Quran,أدعية من القرآن,Duaa From Quran,رَبَّنَا إِنَّكَ جَامِعُ النَّاسِ لِيَوْمٍ لاَّ رَيْبَ فِيهِ إِنَّ اللّهَ لاَ يُخْلِفُ الْمِيعَادَ,"Our Lord, surely You will gather the people for a Day about which there is no doubt. Indeed, Allah does not fail in His promise.
Surah Al-Imran - 3:9","
Rabbana innaka jami'unnasi li-Yawmil la rayba fi innAllaha la yukhliful mi'aad",1,,,,
أدعية من القرآن,Duaa From Quran,أدعية من القرآن,Duaa From Quran,رَبَّنَآ اِنَّنَآ اٰمَنَّا فَاغْفِرْ لَنَا ذُنُوْبَنَا وَقِنَا عَذَابَ النَّارِ,"Our Lord! We have indeed believed, so forgive us our sins and save us from the punishment of the Fire.
Surah Al-Imran - 3:16","
Rabbana innana amanna faghfir lana dhunuubana wa qinna 'adhaban-Naar",1,,,,
أدعية من القرآن,Duaa From Quran,أدعية من القرآن,Duaa From Quran,"رَبَّنَا آمَنَّا بِمَا أَنزَلَتْ وَاتَّبَعْنَا الرَّسُولَ فَاكْتُبْنَا مَعَ الشَّاهِدِينَِ
","Our Lord! We believe in what Thou hast revealed, and we follow the Messenger. Then write us down among those who bear witness. Surah Al-Imran - 3:53","Rabbana amanna bima anzalta wattaba 'nar-Rusula fak-tubna ma'ash-Shahideen",1,,,,
أدعية من القرآن,Duaa From Quran,أدعية من القرآن,Duaa From Quran,رَبَّنَا اغْفِرْ لَنَا ذُنُوْبَنَا وَ اِسْرَافَنَا فِيْٓ اَمْرِنَا وَثَبِّتْ اَقْدَامَنَا وَانْصُرْنَا عَلَي الْقَوْمِ الْكٰفِرِيْنَ,"Our Lord! Forgive us our sins and our transgressions (in keeping our duties to You), establish our feet firmly, and give us victory over the disbelieving folk.
Surah Al-Imran - 3:147","
Rabbanaghfir lanaa d’unoobanaa wa israafanaa fee amrinaa wa thabbit aqdaamanaa wan s’urnaa a’lal qawmil kaafireen",1,,,,
أدعية من القرآن,Duaa From Quran,أدعية من القرآن,Duaa From Quran,"
رَبَّنَا مَا خَلَقْتَ هٰذَا بَاطِلًا ۚ سُبْحٰنَكَ فَقِنَا عَذَابَ النَّارِ. رَبَّنَآ اِنَّكَ مَنْ تُدْخِلِ النَّارَ فَقَدْ اَخْزَيْتَهٗ ۭ وَمَا لِلظّٰلِمِيْنَ مِنْ اَنْصَارٍ. رَبَّنَآ اِنَّنَا سَمِعْنَا مُنَادِيًا يُّنَادِيْ لِلْاِيْمَانِ اَنْ اٰمِنُوْا بِرَبِّكُمْ فَاٰمَنَّا ۚ رَبَّنَا فَاغْفِرْ لَنَا ذُنُوْبَنَا وَكَفِّرْ عَنَّا سَيِّاٰتِنَا وَتَوَفَّنَا مَعَ الْاَبْرَارِ. رَبَّنَا وَاٰتِنَا مَا وَعَدْتَّنَا عَلٰي رُسُلِكَ وَلَا تُخْزِنَا يَوْمَ الْقِيٰمَةِ ۭاِنَّكَ لَا تُخْلِفُ الْمِيْعَادَ.","Our Lord! You have not created (all) this without purpose, glory to You! (Exalted be You above all that they associate with You as partners). Give us salvation from the torment of the Fire. *Our Lord! Verily, whom You admit to the Fire, indeed, You have disgraced him, and never will the Zaalimoon (polytheists and wrong-doers) find any helpers. *Our Lord! Verily, we have heard the call of one (Muhammad p.b.u.h.) calling to Faith: 'Believe in your Lord,' and we have believed. *Our Lord! Forgive us our sins and remit from us our evil deeds, and make us die in the state of righteousness along with Al-Abraar (those who are obedient to Allah and follow strictly His Orders). *Our Lord! Grant us what You promised unto us through Your Messengers and disgrace us not on the Day of Resurrection, for You never break (Your) Promise.
Surah Al-Imran 191-194","
Rabbana ma khalaqta hadha batila Subhanaka faqina 'adhaban-Naar. Rabbana innaka man tudkhilin nara faqad akhzaytah wa ma liDh-dhalimeena min ansar. Rabbanaa Innanaa Sami’-Naa Munaadiyay Yunaadee Lil – Eemaani An Aaminoo Birabbikum Fa- Aamannaa Rabbanaa Faghfir Lanaa D’unoobanaa Wa Kaffir A’nnaaa Sayyi- Aatinaa Wa Tawaffanaa Ma-A’l Abraaar. Rabbanaa Wa Aatinaa Maa Wa-A’ttanaa A’laa Rusulika Wa Laa Tukhzinaa Yawal Qiyaamah Innak Laa Tukhliful Mee’a’ad.",1,,,,
أدعية من القرآن,Duaa From Quran,أدعية من القرآن,Duaa From Quran,"رَبَّنَا آمَنَّا فَاكْتُبْنَا مَعَ الشَّاهِدِينَ

","Our Lord! We believe; write us down among the witnesses.
Surah Al-Ma'ida - 5:83",Rabbana aamana faktubna ma' ash-shahideen,1,,,,
أدعية من القرآن,Duaa From Quran,أدعية من القرآن,Duaa From Quran,رَبَّنَا أَنزِلْ عَلَيْنَا مَآئِدَةً مِّنَ السَّمَاء تَكُونُ لَنَا عِيداً لِّأَوَّلِنَا وَآخِرِنَا وَآيَةً مِّنكَ وَارْزُقْنَا وَأَنتَ خَيْرُ الرَّازِقِينَ,"O Allah our Lord! Send us from heaven a table set (with viands), that there may be for us - for the first and the last of us - a solemn festival and a sign from thee; and provide for our sustenance, for thou art the best Sustainer (of our needs).
Surah Al-Ma'ida - 5:114","
Rabbana anzil 'alayna ma'idatam minas-Samai tuknu lana 'idal li-awwa-lina wa aakhirna wa ayatam-minka war-zuqna wa anta Khayrul-Raziqeen
",1,,,,
أدعية من القرآن,Duaa From Quran,أدعية من القرآن,Duaa From Quran,رَبَّنَا ظَلَمْنَا أَنفُسَنَا وَإِن لَّمْ تَغْفِرْ لَنَا وَتَرْحَمْنَا لَنَكُونَنَّ مِنَ الْخَاسِرِينَ,"Our Lord! We have wronged our own souls: If thou forgive us not and bestow not upon us Thy Mercy, we shall certainly be lost.
Surah Al-A'raf - 7:23","
Rabbana zalamna anfusina wa il lam taghfir lana wa tarhamna lana kunan minal-khasireen",1,,,,
أدعية من القرآن,Duaa From Quran,أدعية من القرآن,Duaa From Quran,"رَبَّنَا لاَ تَجْعَلْنَا مَعَ الْقَوْمِ الظَّالِمِينَ

","Our Lord! Place us not with the people who are Zaalimoon (polytheists and wrong doers).
Surah Al-A'raf - 7:47",Rabbanaa Laa Taj-a’lnaa Ma – A’l Qawmiz’ Z’aalimeen,1,,,,
أدعية من القرآن,Duaa From Quran,أدعية من القرآن,Duaa From Quran,رَبَّنَا افْتَحْ بَيْنَنَا وَبَيْنَ قَوْمِنَا بِالْحَقِّ وَأَنتَ خَيْرُ الْفَاتِحِينَ,"Our Lord! Decide Thou between us and our people in truth, for Thou art the best to decide.
Surah Al-A'raf - 7:89","
Rabbanaf-tah baynana wa bayna qawmina bil haqqi wa anta Khayrul Fatiheen",1,,,,
أدعية من القرآن,Duaa From Quran,أدعية من القرآن,Duaa From Quran,رَبَّنَا أَفْرِغْ عَلَيْنَا صَبْرًا وَتَوَفَّنَا مُسْلِمِينَ,"Our Lord! pour out on us patience, and cause us to die as Muslims.
Surah Al-A'raf - 7:126","
Rabbana afrigh 'alayna sabraw wa tawaffana Muslimeen",1,,,,
أدعية من القرآن,Duaa From Quran,أدعية من القرآن,Duaa From Quran,"عَلَى اللَّهِ تَوَكَّلْنَا رَبَّنَا لَا تَجْعَلْنَا فِتْنَةً لِلْقَوْمِ الظَّالِمِينَ وَنَجِّنَا بِرَحْمَتِكَ مِنَ الْقَوْمِ الْكَافِرِينَ
","Upon Allah do we rely. Our Lord, make us not [objects of] trial for the wrongdoing people. And save us by Your mercy from the disbelieving people. Surah Yunus - 10:85-86","Alal Allahi thawakkalna rabbana la taj'alna fitnatal lil-qawmidh-Dhalimeen. Wa najjina bi-Rahmatika minal qawmil kafireen.",1,,,,
أدعية من القرآن,Duaa From Quran,أدعية من القرآن,Duaa From Quran,رَبَّنَا إِنَّكَ تَعْلَمُ مَا نُخْفِي وَمَا نُعْلِنُ وَمَا يَخْفَى عَلَى اللّهِ مِن شَيْءٍ فَي الأَرْضِ وَلاَ فِي السَّمَاء,"O our Lord! Truly Thou dost know what we conceal and what we reveal: for nothing whatever is hidden from Allah, whether on earth or in heaven
Surah Ibraheem - 38","
Rabbana innaka ta'lamu ma nukhfi wa ma nu'lin wa ma yakhfa 'alal-lahi min shay'in fil-ardi wa la fis-Sama'",1,,,,
أدعية من القرآن,Duaa From Quran,أدعية من القرآن,Duaa From Quran,رَبِّ اجْعَلْنِيْ مُقِيْمَ الصَّلٰوةِ وَمِنْ ذُرِّيَّتِيْ رَبَّنَا وَتَقَبَّلْ دُعَاۗءِ,"O my Lord! Make me one who performs As-Salaat (Iqaamat-as-Salaat), and (also) from my offspring, our Lord! And accept my invocation.
Surah Ibraheem - 14:40","
Rabbij-A’lnee Muqeemas’ S’alaati Wa Min D’urrriyyatee Rabbanaa Wa Taqabbal Du-A’aa",1,,,,
,,,,,,,,,,,
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,اللَّهُمَّ أنَْتَ رَبيِّ لَا إلِهََ إلَِّا أنَتَ، خَلَقْتنَيِ وَأنََا عَبدُْكَ، وَأنََا عَلَى عَهْدِكَ وَوَعْدِكَ مَا اسْتَطَعْتُ، أَعُوذُ بِكَ مِنْ شَرِّ مَا صَنَعْتُ، أَبُوءُ لَكَ بِنِعْمَتِكَ عَلَيَّ، وَأَبُوءُ بِذَنْبِي فَاغْفِرْ لِي فَإِنَّهُ لَا يَغْفِرُ الذُّنُوبَ إِلَّا أَنْتَ.,"“The best manner of asking for forgiveness is to say: “O Allah! You are my Lord. None has the right to be worshipped except You. You created me and I am your servant and I abide by your covenant and promise as best I can. I seek refuge in you from the evil, which I have committed. I acknowledge your favor upon me and I knowledge my sins, so forgive me, for verily none can forgive sin except you",,1,,,رواه البخاري (6306) عن شداد بن أوس وقد وصف النبي هذا الدعاء بأنه سيد الاستغفار.,Related by Al-Bukhari.
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,اللَّهُمَّ إِنِّي ظَلَمْتُ نَفْسِي ظُلْمًا كَثِيرًا، وَلَا يَغْفِرُ الذُّنُوبَ إِلَّا أَنْتَ، فَاغْفِرْ لِي مَغْفِرَةً مِنْ عِنْدِكَ وَارْحَمْنِي إِنَّك أَنْتَ الْغَفُورُ الرَّحِيمُ.,"O Allah, I have greatly wronged myself,
and no one forgives sins but You.
So, grant me forgiveness and have mercy on me.
Surely, you are Forgiving, Merciful.","llāhumma ‘innī ẓalamtu nafsī ẓulman kathīran,
wa lā yaghfiru-dhdhunūba illā 'anta,
faghfir lī maghfiratam’min `indika warḥamnī
innaka 'anta ‘l-Ghafūr ur-Rahīm.",1,,,        صحيح الترمذي صححه الألباني,At-Tirmithi
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,رَبِّ اغْفِرْ لِي خَطِيئَتِي وَجَهْلِي وَإِسْرَافِي فِي أَمْرِي كُلِّهِ وَمَا أَنْتَ أَعْلَمُ بِهِ مِنِّي، اللَّهُمَّ اغْفِرْ لِي خَطَايَايَ وَعَمْدِي وَجَهْلِي وَهَزْلِي، وَكُلُّ ذَلِكَ عِنْدِي، اللَّهُمَّ اغْفِرْ لِي مَا قَدَّمْتُ وَمَا أَخَّرْتُ وَمَا أَسْرَرْتُ وَمَا أَعْلَنْتُ أَنْتَ الْمُقَدِّمُ وَأَنْتَ الْمُؤَخِّرُ وَأَنْتَ عَلَى كُلِّ شَيْءٍ قَدِيرٌ.,"Abu Musa al-Ash’ari (RAA) narrated, “The Messenger of Allah (ﷺ) used to supplicate, “O Allah, forgive me my faults, my ignorance, my immoderation in my concern. And you are better aware (of my affairs) than myself. O Allah, grant me forgiveness (of the faults which I committed) seriously or otherwise (and which I committed) inadvertently and deliberately. All these (failings) are in me. O Allah, grant me forgiveness from the faults, which I did in haste or deferred, which I committed in privacy or in public and you are better aware (of them) than myself. You are the First and the Last and over all things you are Omnipotent.” ",,1,,,"رواه البخاري (6398) ومسلم (69) عن أبي موسى.
",Agreed Upon.
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,"اللَّهُمَّ اغْفِرْ لِي ذَنْبِي كُلَّهُ، دِقَّهُ، وَجِلَّهُ، وَأَوَّلَهُ، وَآخِرَهُ، وَعَلَانِيَتَهُ، وَسِرَّهُ.
","O Allah, forgive me all my sins,
great and small,
the first and the last,
those that are apparent and those that are hidden.","Allāhumma’ghfir lī dhanbī kullahu,
diqqahu wa jillahu,
wa awwalahu wa ākhirahu
wa `alāniyyatahu wa sirrahu.",1,,,رواه مسلم (1084) عن أبي هريرة.,Muslim 1084
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,"اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنَ الْهَمِّ وَالْحَزَنِ وَالْعَجْزِ وَالْكَسَلِ وَالْجُبْنِ وَالْبُخْلِ وَضَلَعِ الدَّيْنِ وَغَلَبَةِ الرِّجَالِ.
","O Allah, I seek refuge in you
from grief and sadness,
from weakness and from laziness,
from miserliness and from cowardice,
from being overcome by debt
and overpowered by men (i.e. others).","Allāhumma 'innī 'a`ūdhu bika
mina ‘l-ḥammi wa ‘l-ḥuzn,
wa ‘l-`ajzi wa ‘l-kasal,
wa ‘l-bukhli wa ‘l-jubn,
wa ḍala`id-dayn,
wa ghalabatir-rijāl.",1,,,"رواه البخاري (6369) عن أنس.
",Al-Bukhari 
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,"اللَّهُمَّ إنِِّي أَعُوذُ بكَِ مِنَ الْبُخْلِ، وَأَعُوذُ بكَِ مِنَ الْجُبْنِ، وَأَعُوذُ بكَِ أَنْ أُرَدَّ إلَِى أَرْذَلِ الْعُمُرِ، وَأَعُوذُ بِكَ مِنْ فِتْنَةِ الدُّنْيَا، وَأَعُوذُ بِكَ مِنْ عَذَابِ الْقَبْرِ.
","O Allah, I seek Your protection from miserliness,
I seek Your protection from cowardice,
and I seek Your protection from being returned to feeble old age.
I seek Your protection from the trials of this world and from the torment of the grave.","Allāhumma 'innī ‘a`udhu bika mina ‘l-bukhl,
wa ‘a`udhu bika mina ‘l-jubn,
wa ‘a`udhu bika min ‘an ‘uradda ilā ‘ardhali ‘l-`umur,
wa ‘a`udhu bika min fitnatid-dunyā wa `adhābi ‘l-qabr.",1,,,"رواه البخاري (6365) عن سعد بن أبي وقاص.
","Al-Bukhari
 cf. Al-Asqalani, Fathul-Bari"
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنَ الْكَسَلِ وَالْهَرَمِ وَالْمَأْثَمِ وَالْمَغْرَمِ، وَمِنْ فِتْنَةِ الْقَبْرِ وَعَذَابِ الْقَبْرِ، وَمِنْ فِتْنَةِ النَّارِ وَعَذَابِ النَّارِ، وَمِنْ شَرِّ فِتْنَةِ الْغِنَى، وَأَعُوذُ بِكَ مِنْ فِتْنَةِ الْفَقْرِ، وَأَعُوذُ بِكَ مِنْ فِتْنَةِ الْمَسِيحِ الدَّجَّالِ، اللَّهُمَّ اغْسِلْ عَنِّي خَطَايَايَ بِمَاءِ الثَّلْجِ وَالْبَرَدِ، وَنَقِّ قَلْبِي مِنَ الْخَطَايَا كَمَا نَقَّيْتَ الثَّوْبَ الْأَبْيَضَ مِنَ الدَّنَسِ، وَبَاعِدْ بَيْنِي وَبَيْنَ خَطَايَايَ كَمَا بَاعَدْتَ بَيْنَ الْمَشْرِقِ وَالْمَغْرِبِ.," “O God, I seek refuge in Thee from slackness, decrepitude, debt and sin. O God, I seek refuge in Thee from the punishment in hell, the trial [which leads to] hell, the trial in the grave, (2) the punishment in the grave, the evil of the trial of riches, the evil of the trial of poverty, (3) and the evil of the testing of the antichrist. (4) O God, wash away my sins with snow and hail water, purify my heart as a white garment is purified from filth, and put my sins as far away from me as Thou hast put the East from the West.”
2. Being unable to answer the two angels.
3. Riches may lead to oppression and poverty to envy.
4. al-Masih ad-dajjal. The false Christ who is to appear in the last days.",,1,,"‘A’isha said that the Prophet used to say, ","رواه البخاري (6368) ومسلم (6871) عن عائشة.
",(Bukhari and Muslim.)
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,اللَّهُمَّ رَبَّ السَّمَوَاتِ وَرَبَّ الْأَرْضِ وَرَبَّ الْعَرْشِ الْعَظِيمِ، رَبَّنَا وَرَبَّ كُلِّ شَيْءٍ، فَالِقَ الْحَبِّ وَالنَّوَى وَمُنْزِلَ التَّوْرَاةِ وَالْإِنْجِيلِ وَالْفُرْقَانِ، أَعُوذُ بِكَ مِنْ شَرِّ كُلِّ شَيْءٍ أَنْتَ آخِذٌ بِنَاصِيَتهِِ، اللَّهُمَّ أَنْتَ الْأوََّلُ فَلَيْسَ قَبْلَكَ شَيْءٌ، وَأَنْتَ الْآخِرُ فَلَيْسَ بَعْدَكَ شَيْءٌ، وَأَنْتَ الظَّاهِرُ فَلَيْسَ فَوْقَكَ شَيْءٌ، وَأَنْتَ الْبَاطِنُ فَلَيْسَ دُونَكَ شَيْءٌ، اقْضِ عَنَّا الدَّيْنَ وَأَغْنِنَا مِنَ الْفَقْرِ.,"O Allah! Lord of the seven heavens and Lord of the Magnificent Throne.
Our Lord and the Lord of everything. Splitter of the grain and the date-stone,
Revealer of the Torah and the Injeel1 and the Furqan (the Qur'an),
I seek refuge in You from the evil of everything that You shall seize by the forelock.2
O Allah You are the First and nothing has come before you,
and You are the Last, and nothing may come after You.
You are the Most High, nothing is above You
and You are the Most Near, and nothing is nearer than You.
Remove our debts from us
and enrich us against poverty. 3","Allāhumma Rabbas-samāwātis-sab`i
wa Rabba ‘l-`Arshi ‘l-`Aẓīm,
Rabbanā wa Rabba kulli shay',
fāliqa ‘l-ḥabbi wan-nawā,
wa munzilat-Tawrāti wal-'Injīli, wal-Furqān,
a`ūdhu bika min sharri kulli shay'in
anta ākhidhun bināṣiyatih.
Allāhumma anta ‘l-awwalu falaysa qablaka shay',
wa antal-ākhiru falaysa ba`daka shay',
wa antaẓ-ẓāhiru falaysa fawqaka shay',
wa antal-bāṭinu falaysa dūnaka shay',
iqḍi `annad-dayn,
wa aghninā mina ‘l-faqr.",1,,"‘A’isha said that the Prophet used to say, ","رواه مسلم (6889) عن أبي هريرة.
",Muslim
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,"اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنْ شَرِّ مَا عَمِلْتُ وَمِنْ شَرِّ مَا لَمْ أَعْمَلْ.
        ","“O God, I seek refuge in Thee from the evil of what I have done and from the evil of what I have not done.”",,1,,"‘A’isha said that the Prophet used to say, ",رواه مسلم (6895) عن عائشة.,Muslim 6895
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,اللَّهُمَّ أَصْلِحْ لِي دِينِي الَّذِي هُوَ عِصْمَةُ أَمْرِي، وَأَصْلِحْ لِي دُنْيَايَ الَّتِي فِيهَا مَعَاشِي، وَأَصْلِحْ لِي آخِرَتِي الَّتِي فِيهَا مَعَادِي وَاجْعَلِ الْحَيَاةَ زِيَادَةً لِي فِي كُلِّ خَيْرٍ، وَاجْعَلِ الْمَوْتَ رَاحَةً لِي مِنْ كُلِّ شَرٍّ.,"“O God, order well for me my religion which is the support of my affairs; order well for me my worldly affairs in which my livelihood is found; order well for me my life to come where is my ultimate destination; make life for me a means of increase in all that is good; and make death a rest for me from every evil.”",,1,,"Abu Huraira said that God’s messenger used to say,",رواه مسلم (6903) عن أبي هريرة.,Muslim6903
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,اللَّهُمَّ إِنِّي أَسْأَلُكَ الْهُدَى وَالتُّقَى وَالْعَفَافَ وَالْغِنَى.,"""O God, I ask Thee for guidance, piety, self-control and a competence.""", ,1,,‘Abdallah b. Mas'ud told on the authority of the Prophet that he used to say,رواه مسلم (6904) عن ابن مسعود.,Muslim 6904
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنَ الْعَجْزِ وَالْكَسَلِ، وَالْجُبْنِ وَالْبُخْلِ، وَالْهَرَمِ وَعَذَابِ الْقَبْرِ، اللَّهُمَّ آتِ نَفْسِي تَقْوَاهَا وَزَكِّهَا أَنْتَ خَيْرُ مَنْ زَكَّاهَا، أَنْتَ وَلِيُّهَا وَمَوْلَاهَا، اللَّهُمَّ إنِِّي أَعُوذُ بِكَ مِنْ عِلْمٍ لَا يَنْفَعُ، وَمِنْ قَلْبٍ لَا يَخْشَعُ، وَمِنْ نَفْسٍ لَا تَشْبَعُ، وَمِنْ دَعْوَةٍ لَا يُسْتَجَابُ لَهَا.,"“O God, I seek refuge in Thee from incapacity, slackness, cowardliness, niggardliness, decrepitude, and the punishment in the grave. O God, bring my soul to fear of Thee and purify it; Thou art the best of those who purify it; Thou art its Patron and Master. O God, I seek refuge in Thee from knowledge which does not profit, from a heart which is not submissive, from an appetite which is insatiable, and from a supplication which is not granted an answer.”",,1,,"Zaid b. Arqam said that God’s messenger used to say, “",رواه مسلم (6906) عن زيد بن أرقم.,Muslim 6906
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,اللَّهُمَّ لَكَ أَسْلَمْتُ وَبِكَ آمَنْتُ، وَعَلَيْكَ تَوَكَّلْتُ وَإِلَيْكَ أَنَبْتُ وَبِكَ خَاصَمْتُ، اللَّهُمَّ إِنِّي أَعُوذُ بِعِزَّتِكَ لَا إِلَهَ إِلَّا أَنْتَ أَنْ تُضِلَّنيِ، أَنْتَ الْحَيُّ الَّذِي لَا يَمُوتُ وَالْجِنُّ وَالْإِنْسُ يَمُوتُونَ.,"“O God, to Thee I have submitted, in Thee I believe, on Thee I rely, to Thee I turn in repentance, and by Thee I contend. O God, I seek refuge in Thy might, than whom there is no god, lest Thou leadest me into error. Thou art the Living One who dost not die, while jinn and men die.”",  ,1,,"Ibn ‘Abbas said that God’s messenger used to say,",	أخرجه مسلم (2717) وصححه الألباني ,Muslim 2717
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنْ زَوَالِ نِعْمَتِكَ وَتَحَوُّلِ عَافِيَتِكَ وَفُجَاءَةِ نِقْمَتِكَ وَجَمِيعِ سَخَطِكَ.,"“O God, I seek refuge in Thee from the decline of Thy favour, change in Thy granting wellbeing, sudden vengeance from Thee, and all Thy displeasure.”",,1,,"‘Abdallah b. ‘Umar said that one of the supplications of God’s messenger was,",رواه البخاري (7383) ومسلم (6899) عن ابن عباس.,Al Bukhari
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,اللَّهُمَّ مُصَرِّفَ الْقُلُوبِ صَرِّفْ قُلُوبَنَا عَلَى طَاعَتِكَ.," 0 Allah, the Turner of the hearts, turn our hearts to Thine obedience.",,1,,,رواه مسلم (6750) عن عبد الله بن عمرو.,Muslim
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,اللَّهُمَّ رَبَّ جَبْرَائِيلَ وَمِيكَائِيلَ وَإِسْرَافِيلَ، فَاطِرَ السَّمَوَاتِ وَالأَرْضِ، عَالِمَ الْغَيْبِ وَالشَّهَادَةِ، أَنْتَ تَحْكُمُ بَيْنَ عِبَادِكَ فِيمَا كَانُوا فِيهِ يَخْتَلِفُونَ، اهْدِنِي لِمَا اخْتُلِفَ فِيهِ مِنَ الْحَقِّ بِإِذْنِكَ، إِنَّكَ تَهْدِي مَنْ تَشَاءُ إِلَى صِرَاطٍ مُسْتَقِيمٍ       ,"O Allah, Lord of Jibraīl, Mīkaīl and Israfīl (great angels),
Creator of the heavens and the Earth,
Knower of the seen and the unseen.
You are the arbitrator between Your servants in that which they have disputed.
Guide me to the truth by Your leave, in that which they have differed,
for verily You guide whom You will to a straight path.""","Allāhumma, rabba Jibrā'īla, wa Mīkā'īla, wa Isrāfīla
Fāṭira 's-samāwāti wa 'l-arḍi, `
ālima 'l-ghaybi wa 'sh-shahādati,
anta taḥkumu bayna `ibādika fīmā kānū fīhi yakhtalifūna.
Ihdinī li makhtulifa fīhi min al-ḥaqqi bi idhnika.
Innaka tahdī man tashā'u ilā ṣirāṭin mustaqīm.",1,,,رواه مسلم (1811) عن عائشة.,Muslim
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,اللَّهُمَّ إِنِّي أَعُوذُ بِرِضَاكَ مِنْ سَخَطِكَ، وَبِمُعَافَاتِكَ مِنْ عُقُوبَتِكَ، وَأَعُوذُ بِكَ مِنْكَ، لَا أُحْصِي ثَنَاءً عَلَيْكَ، أَنْتَ كَمَا أَثْنَيْتَ عَلَى نَفْسِكَ.,"O Allah, I seek protection in Your pleasure from Your anger,
and I seek protection in Your forgiveness from Your punishment.
I seek protection in You from You.
I cannot count Your praises.
You are as You have praised Yourself.","Allāhumma innī a`ūdhu biriḍāka min sakhaṭika,
wa bimu`āfātika min `uqūbatika
wa a`ūdhu bika minka
lā uḥṣī thanā'an `alayka
anta kamā athnayta `alā nafsika.",1,,,رواه مسلم (1090) عن عائشة.,Muslim
أدعية نبوية ,Duaa From Sunnah,أدعية نبوية ,Duaa From Sunnah,اللَّهُمَّ إِنِّي أَعُوذُ بِكَ مِنْ جَهْدِ الْبَلَاءِ وَدَرَكِ الشَّقَاءِ وَسُوءِ الْقَضَاءِ وَشَمَاتَةِ الْأَعْدَاءِ.," “Seek refuge in God from severe calamity, being overtaken by misery, (1) evil destiny, and the triumphant mockery of enemies.”",,1,,,رواه البخاري (6347) ومسلم (6877) عن أبي هريرة,Al Bukhari
